name,amenity,shop,leisure,lon,lat,walking_time_min,distance_m,yandex_url,url_status,jsonfile
Инновационный университет,,,,37.6975568,55.8125241,20.5,1710.7,https://yandex.com/maps/org/moscow_innovative_university/1344856982/,found,Московский_инновационный_университет_20260305_181612.json
Инновационный университет,,,,37.6975726,55.8125354,20.5,1710.7,https://yandex.com/maps/org/moscow_innovative_university/1344856982/,found,Московский_инновационный_университет_20260305_181612.json
Честная клиника,doctors,,,37.7083753,55.7914585,20.5,1711.5,https://yandex.com/maps/org/chestnaya_klinika/22790168984/,found,Честная_клиника_20260311_125242.json
Храм Илии Пророка в Черкизове,place_of_worship,,,37.73443160487233,55.800267144565126,20.5,1711.6,https://yandex.com/maps/org/church_of_saint_elijah_the_prophet/1079719567/,found,Церковь_Илии_Пророка_и_Воздвижения_Честного_Креста_20260311_125550.json
,,,pitch,37.700566817999615,55.813353547500384,20.6,1712.3,,skipped_unnamed,
Дикси,,supermarket,,37.7245921,55.8156162,20.7,1719.3,https://yandex.com/maps/org/dixy/1259083968/,found,Дикси_20260305_180048.json
,,,pitch,37.72818065,55.79502435,20.6,1719.8,,skipped_unnamed,
,,,pitch,37.73532104596892,55.80304231558733,20.6,1720.8,,skipped_unnamed,
Детский сад №535,kindergarten,,,37.72529785971623,55.81332437886306,20.7,1721.9,https://yandex.com/maps/org/shkola_1080_doshkolnoye_otdeleniye_6/1034968128/,found,Школа___1080__дошкольное_отделение___6_20260305_180111.json
,,,pitch,37.71541701895924,55.78982112814553,20.7,1724.6,,skipped_unnamed,
,,,track,37.72548025,55.79317895,20.7,1724.8,,skipped_unnamed,
Fungiline,pharmacy,,,37.7239602,55.8158373,20.7,1725.1,https://yandex.com/maps/org/fungiline/167407988641/,found,Fungiline_20260311_125622.json
,,,pitch,37.73583197530407,55.80925521184336,20.7,1726.8,,skipped_unnamed,
,,,playground,37.71413481660529,55.81597347540115,20.8,1726.8,,skipped_unnamed,
,,,playground,37.73467641911316,55.802965357791216,20.7,1727.1,,skipped_unnamed,
,,,playground,37.7326861,55.7971048,20.8,1727.6,,skipped_unnamed,
Фесфарм-9,clinic,,,37.72727826376159,55.79515039786649,20.8,1730.4,https://yandex.com/maps/org/fesfarm/94937268147/,found,Фесфарм_20260305_181539.json
,,,pitch,37.69525914999999,55.8034377,20.8,1731.0,,skipped_unnamed,
Детский сад №534,kindergarten,,,37.72452124449855,55.8142191769013,20.9,1736.1,https://yandex.com/maps/org/school_1360/1740032698/,found,Школа___1360__корпус___7_Золотой_ключик_20260305_180449.json
"Торговый дом ""Славич""",,mall,,37.715635708750455,55.81565008535765,20.9,1737.0,https://yandex.com/maps/org/slavich/1310102280/,found,Славич_20260311_125722.json
Пятёрочка,,supermarket,,37.715664,55.8158188,20.9,1737.0,https://yandex.com/maps/org/pyatyorochka/1029757612/,found,Пятёрочка_20260305_180626.json
,,,pitch,37.7143237,55.815959,20.9,1737.6,,skipped_unnamed,
,,,playground,37.70792621191077,55.81566009845008,20.9,1740.8,,skipped_unnamed,
часовня Николы Чудотворца,place_of_worship,,,37.72140775,55.7921073,20.9,1742.2,https://yandex.com/maps/org/chapel_of_saint_nicholas_the_wonderworker/1281017341/,found,Часовня_Николая_Чудотворца_на_Преображенском_кладб_20260311_125740.json
Школа №362,school,,,37.72861865912782,55.8138386136603,20.9,1743.1,https://yandex.com/maps/org/gbou_school_362_moskovsky_district_of_st_petersburg/1108090840/,found,Школа___362_20260305_180520.json
,,,pitch,37.7243698,55.81452155,21.0,1746.9,,skipped_unnamed,
Школа №1360,school,,,37.71108734804318,55.815744033723966,21.0,1747.8,https://yandex.com/maps/org/school_1360/1247589298/,found,Школа___1360__школьный_корпус___1_20260305_180703.json
Северный Хапиловский сквер,,,park,37.71467003618894,55.78991021186821,21.1,1753.1,https://yandex.com/maps/org/severny_khapilovsky_public_garden/1597500084/,found,Северный_Хапиловский_сквер_20260305_181923.json
,,,park,37.73383583456588,55.79816815106975,21.1,1754.3,,skipped_unnamed,
Детский сад №437 (компенсирующего типа),kindergarten,,,37.71941021653622,55.81577085051051,21.1,1754.8,https://yandex.com/maps/org/school_1360/1085512207/,found,Школа___1360__корпус___16_Изумрудный_город_20260305_180752.json
Дворец творчества,,,,37.7349536,55.7993389,21.1,1755.6,https://yandex.com/maps/org/preobrazhensky/1022060929/,found,Дворец_творчества_детей_и_молодёжи_Преображенский_20260305_181814.json
,,,pitch,37.7223983,55.81569035,21.1,1756.0,,skipped_unnamed,
Ковылинская часовня,place_of_worship,,,37.7216615,55.79203000000001,21.1,1756.4,https://yandex.com/maps/org/tserkov_serafima_v_kovylkino/1797342197/,found,Церковь_Серафима_Саровского_в_Ковылкино_20260311_125759.json
Дворец творчества,,,,37.7350196,55.7992408,21.1,1756.5,https://yandex.com/maps/org/preobrazhensky/1022060929/,found,Дворец_творчества_детей_и_молодёжи_Преображенский_20260311_130124.json
,,,pitch,37.7055869724007,55.81502357577845,21.2,1758.3,,skipped_unnamed,
Детский сад №66,kindergarten,,,37.7122348546575,55.81578644613817,21.1,1758.4,https://yandex.com/maps/org/nursery_school_no_66/199483680963/,found,Детский_сад___66_20260305_180728.json
,,,playground,37.70709252085685,55.81600748057927,21.2,1762.5,,skipped_unnamed,
,atm,,,37.7002765,55.7949069,21.2,1763.3,https://yandex.com/maps/org/t_bank/131297136636/,found,Т-Банк_20260311_130144.json
Хлеб & Пицца,,bakery,,37.7152222,55.8157887,21.2,1764.9,https://yandex.com/maps/org/khleb_da_kalach/180322804198/,found,Хлеб_да_Калач_20260311_130222.json
,,,pitch,37.69551775000001,55.8037204,21.3,1766.2,,skipped_unnamed,
2-й Электрозаводский переулок,,,,37.7071161,55.7904662,21.3,1773.0,,skipped_street,
,,,playground,37.7086418,55.7908875,21.3,1774.2,,skipped_unnamed,
Eda,cafe,,,37.700083,55.7949238,21.3,1774.2,https://yandex.com/maps/org/yeda/119326419651/,found,Еда_20260311_130300.json
,,,playground,37.73304645458061,55.81270284730967,21.3,1774.7,,skipped_unnamed,
ВкусВилл,,convenience,,37.7154185,55.8158098,21.3,1775.0,https://yandex.com/maps/org/vkusvill/217527101804/,found,ВкусВилл_20260305_180935.json
Детское питание,,convenience,,37.7156485,55.815427,21.4,1776.3,https://yandex.com/maps/org/fabimilk/89755719167/,found,Fabimilk_20260305_180955.json
,,toys,,37.7155282,55.8154894,21.4,1776.3,https://yandex.com/maps/org/detskij_mir/163838290661/,found,Детский_мир_20260311_130405.json
Добрынинский,,bakery,,37.706902,55.7905094,21.3,1776.4,https://yandex.com/maps/org/dobryninskiy/70277841480/,found,Добрынинский_20260311_130641.json
2-й Электрозаводский переулок,,,,37.7072463,55.7904456,21.3,1777.1,,skipped_street,
ВкусВилл,,convenience,,37.7150619,55.8160209,21.4,1777.2,https://yandex.com/maps/org/vkusvill/217527101804/,found,ВкусВилл_20260305_180858.json
Чайхона Омар Хайам,cafe,,,37.7003511,55.795424,21.3,1779.1,https://yandex.com/maps/org/omar_khayyam/166082878144/,found,Омар_Хайям_20260311_130706.json
,,,playground,37.69530480104735,55.7972125665685,21.4,1780.2,,skipped_unnamed,
,,,playground,37.73666196971886,55.8009832304621,21.4,1781.2,,skipped_unnamed,
,,,track,37.724670450000005,55.7918378,21.4,1782.9,,skipped_unnamed,
Дворец творчества,,,,37.7353359,55.7992123,21.4,1783.7,https://yandex.com/maps/org/preobrazhensky/1022060929/,found,Дворец_творчества_детей_и_молодёжи_Преображенский_20260305_182226.json
,,,playground,37.71866116312438,55.81602395663052,21.4,1784.2,,skipped_unnamed,
Горздрав,pharmacy,,,37.7288708,55.7947729,21.4,1784.3,https://yandex.com/maps/org/gorzdrav/70677077843/,found,Горздрав_20260311_130746.json
Дворец творчества,,,,37.7353575,55.79917,21.5,1788.8,https://yandex.com/maps/org/preobrazhensky/1022060929/,found,Дворец_творчества_детей_и_молодёжи_Преображенский_20260305_182226.json
ЭстетДент,dentist,,,37.7348968,55.8124069,21.5,1789.9,https://yandex.com/maps/org/dantist_m/1011770038/,found,Дантист-М_20260311_130825.json
,atm,,,37.6999594,55.7952935,21.5,1790.2,https://yandex.com/maps/org/t_bank/131297136636/,found,Т-Банк_20260311_130844.json
Самсон Фарма,pharmacy,,,37.7001818,55.7954967,21.5,1791.9,https://yandex.com/maps/org/samson_pharma/68173893761/,found,Самсон-Фарма_20260311_130945.json
Дикси,,supermarket,,37.7351482,55.798929,21.5,1792.2,https://yandex.com/maps/org/dixy/14063375416/,found,Дикси_20260305_183445.json
Пятёрочка,,supermarket,,37.7288203,55.7946722,21.5,1794.0,https://yandex.com/maps/org/pyatyorochka/67141097625/,found,Пятёрочка_20260305_183424.json
,,,,37.716472550000006,55.78918685,21.6,1794.2,,skipped_unnamed,
Столички,pharmacy,,,37.7169712,55.81654,21.6,1794.8,https://yandex.com/maps/org/stolichki/56749053244/,found,Столички_20260311_131018.json
,,,pitch,37.71546691557408,55.78965300283389,21.6,1795.8,,skipped_unnamed,
FunFam,restaurant,,,37.7001565,55.7955555,21.6,1798.2,https://yandex.com/maps/org/funfam/133944541855/,found,unknown_20260311_131030.json
,,,park,37.7156622461082,55.81653548588679,21.6,1798.7,,skipped_unnamed,
Делегат,,convenience,,37.7299075,55.8137059,21.6,1799.1,https://yandex.com/maps/org/delegat/32328389479/,found,Делегат_20260305_181228.json
СДЭК,post_office,,,37.6900395,55.7990406,21.6,1800.5,https://yandex.com/maps/org/cdek/180751683376/,found,CDEK_20260311_131052.json
,,,playground,37.698813022975344,55.813831368712215,21.6,1801.0,,skipped_unnamed,
Горздрав,pharmacy,,,37.7352933,55.7989472,21.6,1801.4,https://yandex.com/maps/org/gorzdrav/100300095546/,found,Горздрав_20260311_131109.json
,,,park,37.71915757575113,55.79122789932896,21.6,1801.6,,skipped_unnamed,
,,,playground,37.70425391600995,55.81473709793993,21.7,1802.2,,skipped_unnamed,
,,,,37.71660495,55.78919665,21.7,1803.1,,skipped_unnamed,
Храм Рождества Иоанна Предтечи в Сокольниках,place_of_worship,,,37.69447412267917,55.79888270378102,21.7,1804.6,https://yandex.com/maps/org/church_of_the_nativity_of_john_the_baptist_in_sokolniki/160329938021/,found,Церковь_Рождества_Иоанна_Предтечи_в_Сокольниках_20260311_131129.json
Трамвайное депо имени Русакова,,,,37.6996631,55.7947643,21.7,1804.7,https://yandex.com/maps/org/mosgortrans_tramvaynoye_depo_imeni_rusakova/1103599685/,found,Трамвайное_депо_имени_Русакова_20260311_131157.json
Снеди Феди,fast_food,,,37.7057952,55.7918034,21.7,1805.7,https://yandex.com/maps/org/snedi_fedi/120804209097/,found,Снеди_Феди_20260311_131240.json
Мясновъ,,convenience,,37.7168304,55.8166089,21.7,1806.4,https://yandex.com/maps/org/kuulklever_myasnov_otdokhni/243926522212/,found,КуулКлевер_МясновЪ_Отдохни_20260305_181357.json
Перекрёсток,,supermarket,,37.7007852,55.7956196,21.7,1807.6,https://yandex.com/maps/org/perekrestok/54052554701/,found,Перекрёсток_20260305_184811.json
,,,track,37.72512500697274,55.79179839751447,21.7,1808.8,,skipped_unnamed,
,,,pitch,37.72513500000001,55.79179735000001,21.7,1809.3,,skipped_unnamed,
Школа №1032,school,,,37.73102283019448,55.79589388865995,21.8,1809.5,https://yandex.com/maps/org/shkola_1505_pedagogicheskaya/1201004951/,found,Школа___1505_Преображенская__учебный_корпус___6_20260305_183820.json
,,,pitch,37.7297893,55.7946727,21.8,1809.7,,skipped_unnamed,
,,,playground,37.7298217176277,55.7947187796879,21.8,1810.0,,skipped_unnamed,
,,,pitch,37.72597614234357,55.81477223404379,21.8,1810.6,,skipped_unnamed,
,,,playground,37.6977198,55.796685,21.8,1813.3,,skipped_unnamed,
,,,playground,37.71400269345375,55.78949896745038,21.8,1813.9,,skipped_unnamed,
5-й проезд Подбельского,,,,37.7254261,55.816376,21.9,1814.2,,skipped_street,
Учебно-тренировочный спортивный комплекс Черкизовского детского парка,,,sports_centre,37.73550288835767,55.80414551188115,21.8,1814.5,https://yandex.com/maps/org/cherkizovsky_children_park/52516475292/,found,Черкизовский_детский_парк_20260311_131406.json
,,,pitch,37.7003829,55.7941891,21.8,1814.9,,skipped_unnamed,
5-й проезд Подбельского,,,,37.7253977,55.8164045,21.9,1815.3,,skipped_street,
,,,playground,37.72584432939846,55.8146189488421,21.8,1816.0,,skipped_unnamed,
,,,pitch,37.73651186836515,55.80345715290451,21.8,1816.9,,skipped_unnamed,
,,,pitch,37.72479708063874,55.79148649250384,21.8,1817.2,,skipped_unnamed,
,,,pitch,37.73151265596299,55.812891116109626,21.8,1818.3,,skipped_unnamed,
Дружба,,convenience,,37.6899642,55.79902,21.8,1820.6,https://yandex.com/maps/org/druzhba/1217233852/,found,Дружба_20260305_185154.json
Детский сад №1860,kindergarten,,,37.69227084296856,55.79866419408553,21.9,1821.4,https://yandex.com/maps/org/spetsialnaya_korrektsionnaya_shkola_internat_30_imeni_k_a_mikaelyana_korpus_doshkolnykh_grupp/142301351582/,found,Специальная_коррекционная_школа-интернат___30_имен_20260305_185046.json
Дринкит,cafe,,,37.7055964,55.7916085,21.9,1823.0,https://yandex.com/maps/org/drinkit/74832768469/,found,Дринкит_20260311_131430.json
,,,park,37.7150226221188,55.78910646243625,21.9,1823.4,,skipped_unnamed,
Детский черкизовский парк,,,park,37.7365642460434,55.80268792745817,21.9,1825.6,https://yandex.com/maps/org/cherkizovsky_children_park/52516475292/,found,Черкизовский_детский_парк_20260305_183947.json
,,,playground,37.705375972936174,55.81579068710362,22.0,1827.7,,skipped_unnamed,
2-й Электрозаводский переулок,,,,37.7069607,55.7899522,22.0,1831.0,,skipped_street,
,,,pitch,37.72857183347666,55.81404655084599,22.0,1831.3,,skipped_unnamed,
,,,track,37.7254301,55.79197130000001,22.0,1832.6,,skipped_unnamed,
,,,playground,37.69799956546724,55.81394528572207,22.0,1832.7,,skipped_unnamed,
"Школа №1505 ""Преображенская""",school,,,37.7354515,55.8039734,22.0,1833.7,https://yandex.com/maps/org/podrazdeleniye_pugachevskaya_7_gbou_gimnaziya_1505/144031261344/,found,Школа___1505_Преображенская__учебный_корпус___1_20260305_184022.json
Юрта,restaurant,,,37.6995058,55.795594,22.0,1833.8,https://yandex.com/maps/org/yurta/216289541178/,found,Юрта_20260311_131518.json
,,,playground,37.7200222,55.81663394999999,22.0,1834.4,,skipped_unnamed,
2-й Электрозаводский переулок,,,,37.7068474,55.7899651,22.0,1835.5,,skipped_street,
,,,playground,37.70444553553116,55.81543604031306,22.1,1835.5,,skipped_unnamed,
,,,playground,37.6996205,55.7950753,22.0,1835.7,,skipped_unnamed,
5-й проезд Подбельского,,,,37.7256633,55.8165172,22.2,1835.8,,skipped_street,
,,,playground,37.72780314999999,55.8142161,22.0,1836.2,,skipped_unnamed,
,,,pitch,37.69971237387541,55.80620662311713,22.1,1837.3,,skipped_unnamed,
,,,pitch,37.70809944336349,55.7902186278419,22.1,1837.4,,skipped_unnamed,
5-й проезд Подбельского,,,,37.7258136,55.8164649,22.1,1838.6,,skipped_street,
Даблби,cafe,,,37.7057815,55.7916749,22.1,1841.3,https://yandex.com/maps/org/dablbi/177025939495/,found,Даблби_20260311_131540.json
,,,playground,37.71741319700319,55.81681198030946,22.1,1842.1,,skipped_unnamed,
Твой врач,dentist,,,37.6994419,55.7956644,22.1,1842.4,https://yandex.com/maps/org/tvoy_vrach/1369553980/,found,Твой_Врач_20260311_131606.json
Агропромкредит,bank,,,37.7066929,55.789897,22.1,1844.7,https://yandex.com/maps/org/agropromkredit/33842640944/,found,Агропромкредит_20260311_131625.json
,,,playground,37.7083563,55.7901935,22.2,1848.9,,skipped_unnamed,
Трамвайное депо имени Русакова,,,,37.6994812,55.7944403,22.2,1850.1,https://yandex.com/maps/org/mosgortrans_tramvaynoye_depo_imeni_rusakova/1103599685/,found,Трамвайное_депо_имени_Русакова_20260305_185503.json
Трамвайное депо имени Русакова,,,,37.699538,55.79428,22.2,1851.7,https://yandex.com/maps/org/mosgortrans_tramvaynoye_depo_imeni_rusakova/1103599685/,found,Трамвайное_депо_имени_Русакова_20260311_131652.json
Coffee Point,cafe,,,37.7060383,55.7917942,22.3,1855.2,https://yandex.com/maps/org/coffee_point/76281812716/,found,Coffee_Point_20260311_131710.json
Intimo-shop,,clothes,,37.6996342,55.7960009,22.3,1857.3,https://yandex.com/maps/org/intimo_shop/1082693778/,found,Intimo-shop_20260311_131736.json
,,,pitch,37.6973388,55.80413780000001,22.4,1859.8,,skipped_unnamed,
Пятёрочка,,supermarket,,37.71557864836483,55.78883050782776,22.3,1860.2,https://yandex.com/maps/org/pyatyorochka/28482859471/,found,Пятёрочка_20260305_184439.json
Улица Преображенский Вал,,,,37.7165569,55.7885635,22.4,1863.6,,skipped_street,
,,,pitch,37.7351091079965,55.80489900018579,22.4,1866.5,,skipped_unnamed,
Ашлянфу,cafe,deli,,37.698776,55.7947681,22.4,1866.8,https://yandex.com/maps/org/ashlyanfu_1/105493110058/,found,Ашлянфу___1_20260311_131858.json
Школа № 1505 «Преображенская»,school,,,37.72576293762943,55.79171305910593,22.4,1867.8,https://yandex.com/maps/org/podrazdeleniye_pugachevskaya_7_gbou_gimnaziya_1505/144031261344/,found,Школа___1505_Преображенская__учебный_корпус___1_20260305_184324.json
Молоко,,convenience,,37.708859,55.7899477,22.4,1867.8,https://yandex.com/maps/org/starozhilovskiy_molochny_kombinat/183990355335/,found,Старожиловский_молочный_комбинат_20260305_184533.json
,,,playground,37.726196,55.81490879999999,22.5,1867.9,,skipped_unnamed,
Улица Преображенский Вал,,,,37.7166785,55.7885228,22.5,1869.3,,skipped_street,
Пятёрочка,,supermarket,,37.7275188,55.8144128,22.4,1869.4,https://yandex.com/maps/org/pyatyorochka/12837146684/,found,Пятёрочка_20260305_182101.json
,,,pitch,37.72580307865245,55.79303553535008,22.4,1869.7,,skipped_unnamed,
,kindergarten,,,37.73257681325472,55.81358203319844,22.5,1871.5,https://yandex.com/maps/org/school_1360/173289039053/,found,Школа___1360__корпус___17_Лукоморье_20260305_183754.json
,,,track,37.73569736349738,55.80494905205947,22.5,1871.8,,skipped_unnamed,
,,,pitch,37.72887503555277,55.814238496330255,22.5,1873.5,,skipped_unnamed,
Трамвайное депо имени Русакова,,,,37.6994592,55.7945373,22.5,1874.7,https://yandex.com/maps/org/mosgortrans_tramvaynoye_depo_imeni_rusakova/1103599685/,found,Трамвайное_депо_имени_Русакова_20260305_185801.json
,,,,37.7351473,55.813253,22.5,1875.9,,skipped_unnamed,
,atm,,,37.6991081,55.7958386,22.6,1880.4,https://yandex.com/maps/org/t_bank/131297136636/,found,Т-Банк_20260311_131916.json
,,,playground,37.6919557,55.7981194,22.6,1881.1,,skipped_unnamed,
,,,track,37.70784626879378,55.8169420763795,22.6,1882.7,,skipped_unnamed,
,,,pitch,37.70784572191632,55.81694330734084,22.6,1882.7,,skipped_unnamed,
Детская городская поликлиника №28 Филиал №2,clinic,,,37.71305643086124,55.81688923914998,22.6,1883.3,https://yandex.com/maps/org/children_city_polyclinic_28/1690472141/,found,Детская_городская_поликлиника___28_20260305_183329.json
Трамвайное депо имени Русакова,,,,37.6995924,55.79456705,22.6,1883.6,https://yandex.com/maps/org/mosgortrans_tramvaynoye_depo_imeni_rusakova/1103599685/,found,Трамвайное_депо_имени_Русакова_20260311_131943.json
,,,playground,37.69280906801137,55.79784881108903,22.6,1883.7,,skipped_unnamed,
Волшебный корабль,community_centre,,,37.7318063,55.7951507,22.6,1884.0,https://yandex.com/maps/org/volshebniy_korabl/1018436822/,found,Волшебный_корабль_20260311_132005.json
,,,playground,37.70464743791938,55.81629759703654,22.6,1884.6,,skipped_unnamed,
,,,playground,37.70574613452977,55.81690243166,22.7,1887.6,,skipped_unnamed,
Школа №1505 Дошкольное отделение,kindergarten,,,37.72787998848207,55.79290425095565,22.7,1888.0,https://yandex.com/maps/org/shkola_1505_preobrazhenskaya_doshkolnoye_otdeleniye_2/1026646783/,found,Школа___1505_Преображенская__дошкольное_отделение__20260305_184700.json
,,,playground,37.725500979519616,55.7908787934189,22.7,1889.0,,skipped_unnamed,
Майский просек,,,,37.6889338,55.8028478,22.8,1890.2,,not_found,
,,,playground,37.70238229152276,55.81572090136757,22.8,1891.6,,skipped_unnamed,
Академия «Спартак» по футболу имeни Ф. Ф. Черенкова,,,sports_centre,37.6968876983972,55.80457863696473,22.8,1891.9,https://yandex.com/maps/org/cherenkov_academy_stadium/66516348986/,found,Академия_Спартак_по_футболу_имени_Ф_Ф__Черенкова_20260311_132115.json
Трамвайное депо имени Русакова,,,,37.6997215,55.7946165,22.7,1892.7,https://yandex.com/maps/org/mosgortrans_tramvaynoye_depo_imeni_rusakova/1103599685/,found,Трамвайное_депо_имени_Русакова_20260305_185854.json
,,,pitch,37.695111,55.8124147,22.7,1894.0,,skipped_unnamed,
,,,playground,37.696748,55.7961946,22.7,1894.7,,skipped_unnamed,
,,,playground,37.7265327949673,55.81619879612255,22.8,1896.7,,skipped_unnamed,
,,,pitch,37.7255742,55.7908095,22.8,1897.6,,skipped_unnamed,
Майский просек,,,,37.6888615,55.8028831,22.8,1898.1,,not_found,
03 Life,pharmacy,,,37.7288699,55.7932129,22.8,1899.1,https://yandex.com/maps/org/03life/1833647694/,found,03life_20260311_132141.json
,,,pitch,37.71553170576952,55.81729073050891,22.8,1899.7,,skipped_unnamed,
Метро «Бульвар Рокоссовского»,,,,37.7353655,55.8131567,22.9,1900.8,,skipped_street,
Gold's gym,,,sports_centre,37.7050486,55.7904773,22.8,1901.8,https://yandex.com/maps/org/gold_gym/1023507449/,found,Gold_s_Gym_20260311_132233.json
Роко кофе,fast_food,,,37.7306158,55.8145739,22.8,1902.0,https://yandex.com/maps/org/roco_bay/172686243678/,found,Роко_Бэй_20260311_132313.json
CMD,doctors,,,37.7304907,55.8145039,22.8,1902.0,https://yandex.com/maps/org/cmd_tsentr_molekulyarnoy_diagnostiki/47444300137/,found,Cmd___центр_Молекулярной_Диагностики_20260311_132353.json
,,,playground,37.69087079297777,55.79864492488743,22.8,1902.1,,skipped_unnamed,
,,,pitch,37.699006100000005,55.8066535,22.9,1904.3,,skipped_unnamed,
,pharmacy,,,37.7156297,55.7886546,22.9,1910.2,https://yandex.com/maps/org/stolichki/160289576695/,found,Столички_20260311_132416.json
Детский сад №35,kindergarten,,,37.72192076268623,55.81718887138207,23.0,1910.9,https://yandex.com/maps/org/shkola_1360_korpus_9_teremok/1119745635/,found,Школа___1360__корпус___9_Теремок_20260305_183725.json
,,,,37.7351292,55.81349,22.9,1911.9,,skipped_unnamed,
,,,pitch,37.69473970000001,55.79615135000001,22.9,1912.1,,skipped_unnamed,
Школа № 1690,school,,,37.725167849712605,55.79267342269959,23.0,1914.0,https://yandex.com/maps/org/podrazdeleniye_pugachevskaya_7_gbou_gimnaziya_1505/144031261344/,found,Школа___1505_Преображенская__учебный_корпус___1_20260305_184925.json
Майский просек,,,,37.6884912,55.8026189,23.0,1914.6,,not_found,
Пятёрочка,,supermarket,,37.6981071,55.7947044,23.0,1914.8,https://yandex.com/maps/org/pyatyorochka/10514687732/,found,Пятёрочка_20260305_190347.json
Преображенец,arts_centre,,,37.7289477,55.7930787,23.0,1914.9,https://yandex.com/maps/org/okts_vao_territorialnoye_upravleniye_preobrazhenskoye/94417605859/,found,ОКЦ_ВАО__Территориальное_управление_Преображенское_20260311_132443.json
,,,pitch,37.736519,55.8044158,23.0,1916.1,,skipped_unnamed,
Майский просек,,,,37.6884294,55.8026176,23.1,1916.8,,not_found,
,,,playground,37.73654048297144,55.798814847661525,23.0,1919.1,,skipped_unnamed,
Трамвайное депо имени Русакова,,,,37.6982848,55.7943627,23.0,1919.9,https://yandex.com/maps/org/mosgortrans_tramvaynoye_depo_imeni_rusakova/1103599685/,found,Трамвайное_депо_имени_Русакова_20260305_190512.json
,,,pitch,37.720391569416776,55.816829820936746,23.1,1922.1,,skipped_unnamed,
,,,playground,37.69505894857188,55.79603328092386,23.1,1924.4,,skipped_unnamed,
Bloomgym,,,fitness_centre,37.7290415,55.7929861,23.1,1926.5,https://yandex.com/maps/org/bloomgym/43168175470/,found,Bloomgym_20260311_132518.json
5-й проезд Подбельского,,,,37.725986,55.8170884,23.2,1927.0,,skipped_street,
,,convenience,,37.696806,55.7958728,23.1,1928.1,https://yandex.com/maps/org/convenience_food_technology/1126923865/,found,Convenience_food_technology_20260305_190542.json
,,,pitch,37.72480395,55.7928965,23.1,1928.2,,skipped_unnamed,
5-й проезд Подбельского,,,,37.7266525,55.816937,23.2,1929.0,,skipped_street,
,,,track,37.72478119137132,55.79290755551867,23.1,1929.2,,skipped_unnamed,
Ивановский трикотаж,,clothes,,37.7348547,55.8135613,23.2,1930.5,https://yandex.com/maps/org/ivanovskiy_trikotazh/154512438629/,found,Ивановский_трикотаж_20260311_132535.json
СушиStore,fast_food,,,37.7308441,55.8147218,23.2,1931.1,https://yandex.com/maps/org/sushistore/186127039388/,found,СушиСтор_20260311_132643.json
,,,playground,37.691149191332215,55.798025293218274,23.2,1931.5,,skipped_unnamed,
Трамвайное депо имени Русакова,,,,37.6981095,55.7943172,23.2,1931.7,https://yandex.com/maps/org/mosgortrans_tramvaynoye_depo_imeni_rusakova/1103599685/,found,Трамвайное_депо_имени_Русакова_20260311_132711.json
Метро «Бульвар Рокоссовского»,,,,37.7350218,55.812940100000006,23.3,1933.1,,skipped_street,
&coffee,cafe,,,37.7089781,55.7893716,23.3,1936.1,https://yandex.com/maps/org/stars_coffee/159246427962/,found,Stars_Coffee_20260311_132802.json
5-й проезд Подбельского,,,,37.725829700000006,55.81709655,23.3,1936.2,,skipped_street,
Метро «Бульвар Рокоссовского»,,,,37.7349366,55.812990600000006,23.3,1938.0,,skipped_street,
Городская аптека,pharmacy,,,37.7347845,55.8136261,23.3,1938.5,https://yandex.com/maps/org/apteka/1106981173/,found,Аптека_20260311_132836.json
Детский сад №1475,kindergarten,,,37.7301657710466,55.81491525032434,23.3,1938.7,https://yandex.com/maps/org/detsky_sad_1475/1019191602/,found,Центр_развития_ребенка-детский_сад___1475_20260305_184119.json
,,,pitch,37.68744905,55.80029029999999,23.3,1939.3,,skipped_unnamed,
Клевер,veterinary,,,37.6953726,55.8138627,23.3,1940.1,https://yandex.com/maps/org/clever/64384546977/,found,Клевер_20260311_132902.json
5-й проезд Подбельского,,,,37.7243432,55.8171666,23.3,1940.7,,skipped_street,
,,,playground,37.6980177,55.795158,23.3,1942.5,,skipped_unnamed,
5-й проезд Подбельского,,,,37.7243839,55.8172306,23.4,1943.6,,skipped_street,
,,,pitch,37.69872805183807,55.80484133109732,23.4,1943.6,,skipped_unnamed,
Детский сад №564,kindergarten,,,37.72678346700952,55.815664261614494,23.4,1943.7,https://yandex.com/maps/org/shkola_1080_doshkolnoye_otdeleniye_7/88534893509/,found,Школа___1080__дошкольное_отделение___7_20260305_184047.json
,,,playground,37.68933465,55.798162,23.3,1944.1,,skipped_unnamed,
5-й проезд Подбельского,,,,37.72693855,55.816880350000005,23.4,1947.8,,skipped_street,
,,,pitch,37.69853526964062,55.81406333141378,23.4,1948.0,,skipped_unnamed,
Едофф,,convenience,,37.7100869,55.7884973,23.4,1950.2,https://yandex.com/maps/org/yedoff/1029607033/,found,Едофф_20260305_185634.json
Будь здоров,pharmacy,,,37.7311841,55.8148995,23.4,1951.4,https://yandex.com/maps/org/bud_zdorov/7927078051/,found,Будь_Здоров__20260311_132922.json
Мануальный терапевт Жаров Валентин Александрович,doctors,,,37.6984766,55.7948331,23.4,1951.4,https://yandex.com/maps/org/manualny_terapevt_ya_bolen_ru/1727510162/,found,Мануальный_терапевт_ya-bolen_ru_20260311_132949.json
